DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
01-12-2017 06:50,21006.658,15475.537,7815.9053
01-12-2017 07:00,21032.488,15483.939,7020.9404
01-12-2017 07:10,20785.47,15164.497,7001.459
01-12-2017 07:20,20474.84,14618.872,6243.4473
01-12-2017 07:30,20301.926,14110.861,6336.09
01-12-2017 07:40,19864.68,14292.732,5759.11
01-12-2017 07:50,19846.305,14538.234,5563.6157
01-12-2017 08:00,21540.168,15071.584,6107.134
01-12-2017 08:10,21464.234,15307.166,7033.1353
01-12-2017 08:20,21277.174,15123.068,7109.0537
01-12-2017 08:30,21502.406,16165.737,6159.202
01-12-2017 08:40,21440.486,15889.955,6232.3003
01-12-2017 08:50,21528.887,15896.537,6102.404
01-12-2017 09:00,22918.832,17233.254,6594.1807
01-12-2017 09:10,23197.918,17683.43,6561.0776
01-12-2017 09:20,24053.184,18053.678,6679.2793
01-12-2017 09:30,24332.809,17932.467,6197.7124
01-12-2017 09:40,25099.64,18691.58,6373.517
01-12-2017 09:50,25413.512,19068.336,6766.3374
01-12-2017 10:00,25937.518,19693.541,7702.8765
01-12-2017 10:10,26400.197,19966.28,7616.5703
01-12-2017 10:20,26623.809,20482.342,7637.266
01-12-2017 10:30,27223.229,20402.125,7659.684
01-12-2017 10:40,27703.117,20991.928,7635.577
01-12-2017 10:50,27777.078,21581.602,7731.0186
01-12-2017 11:00,27625.678,21052.12,7939.494
01-12-2017 11:10,28001.176,21414.18,7932.5986
01-12-2017 11:20,27844.809,21694.396,7994.737
01-12-2017 11:30,28310.436,21914.262,8006.659
01-12-2017 11:40,28425.932,22286.463,8193.806
01-12-2017 11:50,28574.008,22575.299,8012.4795
01-12-2017 12:00,28119.096,21907.258,7890.401
01-12-2017 12:10,28307.953,22146.45,7890.964
01-12-2017 12:20,28696.104,22249.945,7798.098
01-12-2017 12:30,29021.791,22530.086,8222.896
01-12-2017 12:40,29034.518,22458.516,8263.292
01-12-2017 12:50,29012.682,22541.656,8740.589
01-12-2017 13:00,28662.736,22409.379,8211.24
01-12-2017 13:10,28600.445,22512.35,8275.695
01-12-2017 13:20,28815.475,22443.656,8236.134
01-12-2017 13:30,28769.818,21809.648,8440.799
01-12-2017 13:40,28800.451,22012.19,8454.892
01-12-2017 13:50,28780.633,22399.398,8729.709
01-12-2017 14:00,27740.879,21767.344,8453.242
01-12-2017 14:10,27886.08,21427.766,8692.924
01-12-2017 14:20,27963.096,21473.465,9209.407
01-12-2017 14:30,27868.822,21523.076,9023.353
01-12-2017 14:40,27752.217,21612.992,8909.754
01-12-2017 14:50,27757.838,21482.316,8395.695
01-12-2017 15:00,27157.367,21400.387,7818.2153
01-12-2017 15:10,27067.219,21019.342,8130.4546
01-12-2017 15:20,27148.209,20952.096,8298.806
01-12-2017 15:30,26887.691,21242.076,8322.812
01-12-2017 15:40,26782.266,20988.254,8411.51
01-12-2017 15:50,26809.35,20657.42,8431.121
01-12-2017 16:00,26870.877,20867.387,8030.588
01-12-2017 16:10,26739.746,20734.117,8184.159
01-12-2017 16:20,26246.49,20692.12,8184.159
01-12-2017 16:30,26246.49,20595.668,8149.679
01-12-2017 16:40,26014.01,20752.791,8151.304
01-12-2017 16:50,26686.992,20916.754,8151.304
01-12-2017 17:00,28732.975,23050.506,10570.236
01-12-2017 17:10,29092.807,23019.328,11399.761
01-12-2017 17:20,30041.549,23709.285,11943.753
01-12-2017 17:30,30761.043,24355.637,13073.714
01-12-2017 17:40,31837.145,25577.465,13706.959
01-12-2017 17:50,33214.066,26638.277,13916.206
01-12-2017 18:00,34726.43,27774.953,15206.23
01-12-2017 18:10,36519.312,29071.09,15285.94
01-12-2017 18:20,37170.633,29453.652,15978.913
01-12-2017 18:30,37743.902,30112.08,16563.064
01-12-2017 18:40,38640.04,30588.188,16441.45
01-12-2017 18:50,38740.332,30983.105,16672.645
01-12-2017 19:00,37400.516,29907.707,16291.61
01-12-2017 19:10,39033.117,30382.414,16533.021
01-12-2017 19:20,38801.17,30958.8,16603.885
01-12-2017 19:30,38869.543,31131.62,17030.812
01-12-2017 19:40,39010.57,31111.586,16931.08
01-12-2017 19:50,38864.617,31082.838,17130.172
01-12-2017 20:00,37416.992,30030.918,16472.41
01-12-2017 20:10,37003.414,29991.027,16491.201
01-12-2017 20:20,37334.91,30056.031,16687.92
01-12-2017 20:30,37228.324,29365.363,16895.47
01-12-2017 20:40,37213.305,29400.629,17083.29
01-12-2017 20:50,37217.6,28901.537,17147.383
01-12-2017 21:00,34784.18,26831.438,16086.889
01-12-2017 21:10,34771.098,26330.613,16090.704
01-12-2017 21:20,34655.58,26290.395,15301.022
01-12-2017 21:30,34863.598,26398.062,15253.294
01-12-2017 21:40,34711.445,26441.059,15487.41
01-12-2017 21:50,34229.098,26521.803,15505.02
01-12-2017 22:00,32603.432,25576.787,13607.075
01-12-2017 22:10,32314.86,25390.363,13353.982
01-12-2017 22:20,32242.305,25303.553,14024.666
01-12-2017 22:30,32084.574,25258.629,13514.672
01-12-2017 22:40,32085.377,25390.18,13846.826
01-12-2017 22:50,31531.094,25322.117,13459.907
01-12-2017 23:00,29993.646,23831.621,12663.592
01-12-2017 23:10,29209.568,23152.473,12376.912
01-12-2017 23:20,29099.836,22995.904,12524.749
01-12-2017 23:30,28818.775,22256.857,12149.692
01-12-2017 23:40,28558.354,21817.465,11670.393
01-12-2017 23:50,27959.074,21635.303,11774.587
02-12-2017 00:00,26405.205,20722.852,11189.262
02-12-2017 00:10,25992.662,20760.287,10996.428
02-12-2017 00:20,25780.795,20391.14,10719.621
02-12-2017 00:30,25554.86,19897.28,11189.96
02-12-2017 00:40,24904.389,19017.145,11009.658
02-12-2017 00:50,24621.656,19368.082,10721.911
02-12-2017 01:00,24312.527,18986.69,10376.968
02-12-2017 01:10,23752.016,18344.113,10208.21
02-12-2017 01:20,23738.443,17972.697,10088.351
02-12-2017 01:30,23419.193,17862.902,10005.682
02-12-2017 01:40,22982.133,17617.143,9523.433
02-12-2017 01:50,22592.074,17208.695,9775.338
02-12-2017 02:00,22616.941,17066.26,9766.557
02-12-2017 02:10,22144.102,16678.78,9631.317
02-12-2017 02:20,21961.732,16886.709,9491.944
02-12-2017 02:30,21781.615,16395.234,9148.883
02-12-2017 02:40,21569.682,16461.531,9446.968
02-12-2017 02:50,21136.322,16308.237,9367.757
02-12-2017 03:00,21275.424,16063.218,9540.638
02-12-2017 03:10,21042.871,15793.094,9474.525
02-12-2017 03:20,21151.555,15669.08,9357.199
02-12-2017 03:30,21000.979,15348.395,8670.495
02-12-2017 03:40,20908.336,14766.797,8815.425
02-12-2017 03:50,20785.107,14613.45,8760.638
02-12-2017 04:00,21061.492,15129.897,9319.247
02-12-2017 04:10,21118.832,14692.711,9300.729
02-12-2017 04:20,20909.568,14623.531,9503.517
02-12-2017 04:30,20716.713,14645.069,9603.264
02-12-2017 04:40,21300.57,14811.134,9376.6455
02-12-2017 04:50,21114.746,14808.499,9261.174
02-12-2017 05:00,21219.86,15301.831,9311.2705
02-12-2017 05:10,21392.664,15417.897,9251.435
02-12-2017 05:20,21536.73,15232.479,9252.865
02-12-2017 05:30,21298.67,15428.864,9118.394
02-12-2017 05:40,21660.814,15457.625,8933.675
02-12-2017 05:50,21610.81,15451.851,8975.332
02-12-2017 06:00,20218.938,14174.617,7597.1265
02-12-2017 06:10,20032.43,14523.992,7640.682
02-12-2017 06:20,20493.826,14876.898,7504.208
02-12-2017 06:30,20233.713,14646.868,7401.4795
02-12-2017 06:40,20506.352,14761.491,7654.6826
02-12-2017 06:50,20120.633,15014.683,7305.7236
02-12-2017 07:00,20744.15,14516.011,6064.6787
02-12-2017 07:10,20423.775,14158.79,6323.2017
02-12-2017 07:20,20025.188,14086.154,5785.673
02-12-2017 07:30,19544.752,13872.803,5214.359
02-12-2017 07:40,19784.688,14459.826,4976.7295
02-12-2017 07:50,19744.826,13772.413,4955.3384
02-12-2017 08:00,21580.637,16373.334,6087.4
02-12-2017 08:10,21359.12,16413.479,5847.673
02-12-2017 08:20,21675.639,16368.839,5992.3506
02-12-2017 08:30,21535.72,16403.934,5876.769
02-12-2017 08:40,21618.838,16562.887,5418.903
02-12-2017 08:50,22163.799,16779.334,4962.112
02-12-2017 09:00,23155.389,18115.809,6268.6943
02-12-2017 09:10,23952.543,18510.043,6472.6074
02-12-2017 09:20,24354.758,18295.924,6272.424
02-12-2017 09:30,25108.174,18932.412,6528.1455
02-12-2017 09:40,25507.217,19273.252,6931.288
02-12-2017 09:50,25788.262,19399.12,7085.9604
02-12-2017 10:00,26413.47,20189.832,7906.8755
02-12-2017 10:10,27154.477,20634.904,8032.6
02-12-2017 10:20,27668.043,21188.342,7803.0757
02-12-2017 10:30,28136.996,21538.525,8162.4546
02-12-2017 10:40,28159,21967.678,7931.058
02-12-2017 10:50,28555.271,21922.264,7975.768
02-12-2017 11:00,28497.773,22033.512,8216.306
02-12-2017 11:10,28741.447,22265.375,8356.853
02-12-2017 11:20,28841.271,22536.346,8343.009
02-12-2017 11:30,29375.826,22887.28,8529.28
02-12-2017 11:40,29797.33,23277.443,8775.668
02-12-2017 11:50,29788.412,23395.406,8698.368
02-12-2017 12:00,29403.164,22933.223,8499.17
02-12-2017 12:10,29658.889,23155.54,8558.289
02-12-2017 12:20,29912.633,23391.33,8645.602
02-12-2017 12:30,30407.559,23739.922,9084.895
02-12-2017 12:40,30344.97,23565.066,9233.563
02-12-2017 12:50,30287.75,23644.166,9193.595
02-12-2017 13:00,30179.377,22792.8,8977.723
02-12-2017 13:10,29985.54,22834.893,8999.136
02-12-2017 13:20,30211.791,22947.371,9253.309
02-12-2017 13:30,30010.348,23095.441,9354.955
02-12-2017 13:40,29886.205,23164.365,10071.771
02-12-2017 13:50,29796.883,23178.791,9817.921
02-12-2017 14:00,29253.973,22647.043,9502.718
02-12-2017 14:10,29296.889,22789.44,10049.371
02-12-2017 14:20,29124.984,22642.709,9834.944
02-12-2017 14:30,29240.041,22618.584,9878.626
02-12-2017 14:40,28780.66,22720.094,9896.478
02-12-2017 14:50,28663.555,22674.33,9908.612
02-12-2017 15:00,28644.193,22663.992,9147.13
02-12-2017 15:10,28690.738,22605.51,9457.1875
02-12-2017 15:20,28353.867,22674.516,9479.757
02-12-2017 15:30,28425.65,22786.408,9611.0625
02-12-2017 15:40,28143.963,22719.078,9782.09
02-12-2017 15:50,28210.957,22870.047,9788.026
02-12-2017 16:00,28597.988,22872.799,9629.344
02-12-2017 16:10,28597.959,22512.85,9908.609
02-12-2017 16:20,28496.281,22415.773,9769.412
02-12-2017 16:30,28615.11,22268.184,9746.446
02-12-2017 16:40,28605.805,22264.73,9745.996
02-12-2017 16:50,28607.053,22516.498,9663.59
02-12-2017 17:00,30668.336,24873.719,13141.45
02-12-2017 17:10,31213.63,24988.484,13981.655
02-12-2017 17:20,31767.87,25536.092,13856.538
02-12-2017 17:30,33464.367,26602.06,14126.553
02-12-2017 17:40,33971.496,26947.525,13909.295
02-12-2017 17:50,35438.047,27722.387,14340.485
02-12-2017 18:00,36861.586,29328.674,16102.806
02-12-2017 18:10,37695.496,30530.588,16419.387
02-12-2017 18:20,39148,30576.49,16598.96
02-12-2017 18:30,39734.594,31110.52,16833.836
02-12-2017 18:40,40878.9,32024.389,17355.246
02-12-2017 18:50,40283.48,32969.414,17511.205
02-12-2017 19:00,39148.695,30890.17,16587.504
02-12-2017 19:10,38733.98,30771.42,16376.168
02-12-2017 19:20,38108.59,30601.059,16692.438
02-12-2017 19:30,37822.195,31248.748,17044.639
02-12-2017 19:40,38186.426,30578.762,17384.088
02-12-2017 19:50,38116.125,30659.184,17721.863
02-12-2017 20:00,37352.5,29497.05,17026.744
02-12-2017 20:10,37318.96,29433.69,17171.064
02-12-2017 20:20,37296.695,29378.26,17274.717
02-12-2017 20:30,37236.758,29341.354,17198.979
02-12-2017 20:40,37347.832,29441.846,16889.844
02-12-2017 20:50,37098.074,30056.406,17524.793
02-12-2017 21:00,35434.04,28397.674,15516.039
02-12-2017 21:10,35586.67,28246.447,15711.729
02-12-2017 21:20,35671.383,28160.21,16280.234
02-12-2017 21:30,35155.355,27681.81,16238.392
02-12-2017 21:40,35025.492,27619.492,16651.93
02-12-2017 21:50,34873.082,27401.398,16520.92
02-12-2017 22:00,33498.8,26367.283,14721.418
02-12-2017 22:10,33187.258,26119.426,14513.952
02-12-2017 22:20,32826.742,26135.691,14428.9795
02-12-2017 22:30,33009.535,25684.52,14452.436
02-12-2017 22:40,32174.926,25718.865,14300.175
02-12-2017 22:50,31836.209,25417.482,14713.194
02-12-2017 23:00,31099.555,24047.314,13546.544
02-12-2017 23:10,30769.81,23836.89,13709.984
02-12-2017 23:20,29926.955,23517.78,13424.938
02-12-2017 23:30,29426.727,23497.229,13154.915
02-12-2017 23:40,28772.486,22595.244,13207.732
02-12-2017 23:50,28041.814,22540.158,12642.688
03-12-2017 00:00,27306.203,21413.14,12083.901
03-12-2017 00:10,26647.443,20996.39,11769.224
03-12-2017 00:20,26097.613,20457.832,11670.372
03-12-2017 00:30,25724.61,20223.123,11509.486
03-12-2017 00:40,25492.42,19561.625,11626.826
03-12-2017 00:50,25152.07,19285.14,11536.319
03-12-2017 01:00,24598.81,19004.248,10918.836
03-12-2017 01:10,24201.695,18993.34,11001.617
03-12-2017 01:20,23667.791,18316.91,10423.152
03-12-2017 01:30,23398.62,18069.885,10266.758
03-12-2017 01:40,23259.467,17652.477,10164.012
03-12-2017 01:50,23099.707,17556.555,10196.326
03-12-2017 02:00,22875.078,17414.287,10265.773
03-12-2017 02:10,22421.02,16729.459,10361.719
03-12-2017 02:20,22283.559,16352.596,10145.259
03-12-2017 02:30,22169.666,16264.695,9796.87
03-12-2017 02:40,21797.84,15928.996,9734.51
03-12-2017 02:50,21801.863,15815.838,9809.054
03-12-2017 03:00,21720.553,15880.753,10228.804
03-12-2017 03:10,21568.332,15623.541,10387.797
03-12-2017 03:20,21303.268,15619.65,9914.844
03-12-2017 03:30,21017.578,15368.874,9918.897
03-12-2017 03:40,21047.66,15361.437,9968.048
03-12-2017 03:50,20670.373,15157.406,9576.455
03-12-2017 04:00,21021.188,15304.122,9688.248
03-12-2017 04:10,20872.16,14850.432,9659.639
03-12-2017 04:20,20728.822,14576.506,9696.592
03-12-2017 04:30,20543.89,14552.445,9622.888
03-12-2017 04:40,20391.662,14397.702,9282.257
03-12-2017 04:50,20171.05,14691.989,9268.095
03-12-2017 05:00,20650.494,14647.4795,9805.785
03-12-2017 05:10,20671.408,14660.897,9870.17
03-12-2017 05:20,20646.1,14769.263,9464.021
03-12-2017 05:30,20584.969,14627.02,9610.401
03-12-2017 05:40,20628.467,14579.144,9505.176
03-12-2017 05:50,20961.688,14595.498,9748.697
03-12-2017 06:00,19690.082,13360.934,8325.985
03-12-2017 06:10,19450.562,13295.359,8260.275
03-12-2017 06:20,19572.084,13439.937,8370.983
03-12-2017 06:30,19735.479,13627.2295,8413.769
03-12-2017 06:40,19879.055,13625.72,8319.726
03-12-2017 06:50,19368.846,13413.384,8150.8213
03-12-2017 07:00,19847.475,13193.164,7094.0845
03-12-2017 07:10,19870.314,12718.945,6984.4062
03-12-2017 07:20,18969.139,12713.169,6626.0273
03-12-2017 07:30,18800.969,12665.725,7018.4746
03-12-2017 07:40,18977.795,12696.195,7040.805
03-12-2017 07:50,17844.473,12311.447,7668.3667
03-12-2017 08:00,19707.225,14149.224,8048.127
03-12-2017 08:10,18487.104,14119.5625,8258.047
03-12-2017 08:20,18405.74,14031.539,7398.0547
03-12-2017 08:30,20065.467,13655.119,7403.298
03-12-2017 08:40,20187.904,13375.652,7359.7227
03-12-2017 08:50,20530.29,13454.223,7299.0186
03-12-2017 09:00,22031.45,14544.137,7777.972
03-12-2017 09:10,22035.443,15478.013,7685.6973
03-12-2017 09:20,22713.154,15801.916,7630.9565
03-12-2017 09:30,22822.443,16118.561,7948.282
03-12-2017 09:40,23410.414,16443.842,7950.8584
03-12-2017 09:50,23901.627,17257.951,8045.631
03-12-2017 10:00,24699.836,18039.238,8255.808
03-12-2017 10:10,25003.092,18321.693,7859.0464
03-12-2017 10:20,25734.406,19197.42,8326.192
03-12-2017 10:30,26320.225,19539.025,8272.296
03-12-2017 10:40,26571.87,19883.283,8377.586
03-12-2017 10:50,27250.201,20587.576,8453.446
03-12-2017 11:00,27124.584,20575.957,8565.264
03-12-2017 11:10,27556.914,20816.938,8552.339
03-12-2017 11:20,27843.936,21366.572,8775.482
03-12-2017 11:30,27602.195,21424.617,8586.893
03-12-2017 11:40,27931.928,21623.553,8713.276
03-12-2017 11:50,27923.586,21551.398,8612.774
03-12-2017 12:00,27640.236,21687.922,8676.479
03-12-2017 12:10,27783.068,21544.936,9186.687
03-12-2017 12:20,27744.512,21637.291,9170.212
03-12-2017 12:30,27680.855,21824.143,9161.999
03-12-2017 12:40,28147.412,21162.297,9541.355
03-12-2017 12:50,28087.94,21232.72,9557.583
03-12-2017 13:00,27880.947,20759.969,8676.567
03-12-2017 13:10,27629.201,20946.13,8895.476
03-12-2017 13:20,27565.918,21085.781,9597.23
03-12-2017 13:30,27576.463,21543.422,9557.208
03-12-2017 13:40,27819.68,21854.066,9787.387
03-12-2017 13:50,27900.174,22168.352,10160.207
03-12-2017 14:00,27127.396,21679.062,9711.292
03-12-2017 14:10,27066.086,21694.031,9672.48
03-12-2017 14:20,26979.08,21591.729,9699.094
03-12-2017 14:30,27036.17,21515.174,9595.833
03-12-2017 14:40,27009.041,21588.098,9544.348
03-12-2017 14:50,26952.543,21731.975,9773.839
03-12-2017 15:00,27017.912,22051.082,9564.917
03-12-2017 15:10,27094.645,22532.252,9607.485
03-12-2017 15:20,27151.596,22502.936,9620.847
03-12-2017 15:30,27087.246,22636.117,9668.013
03-12-2017 15:40,26930.484,22413.756,9687.638
03-12-2017 15:50,26794.521,22184.877,9501.386
03-12-2017 16:00,27344.494,22420.373,9155.535
03-12-2017 16:10,27390.654,22382.494,9297.093
03-12-2017 16:20,27219.91,22411.209,9140.1045
03-12-2017 16:30,27217.756,22386.684,9040.904
03-12-2017 16:40,27278.217,22413.297,9366.694
03-12-2017 16:50,27396.713,22363.727,9366.694
03-12-2017 17:00,30003.312,24510.502,12953.976
03-12-2017 17:10,29550.643,24286.236,13089.632
03-12-2017 17:20,31325.926,24872.064,14008.946
03-12-2017 17:30,31746.83,26279.05,13755.648
03-12-2017 17:40,33701.773,27511.26,14241.76
03-12-2017 17:50,34621.4,27794.03,14657.517
03-12-2017 18:00,36443.58,29303.451,16142.445
03-12-2017 18:10,37657.293,30479.105,16455.916
03-12-2017 18:20,38525.742,31326.664,16716.86
03-12-2017 18:30,39770.027,31503.234,16660.807
03-12-2017 18:40,40084.617,32168.271,15631.979
03-12-2017 18:50,40352.15,32991.58,17263.367
03-12-2017 19:00,38421.812,31597.04,16299.668
03-12-2017 19:10,37679.645,30560.207,15297.46
03-12-2017 19:20,37045.72,30966.104,15483.935
03-12-2017 19:30,37174.176,31068.076,15896.165
03-12-2017 19:40,36560.16,31654.04,16908.838
03-12-2017 19:50,36127.195,31049.652,15924.725
03-12-2017 20:00,35908.043,30701.34,16369.76
03-12-2017 20:10,36126.633,29700.615,16106.765
03-12-2017 20:20,36455.84,29604.57,16466.373
03-12-2017 20:30,35911.68,29943.871,16447.748
03-12-2017 20:40,36730.285,29987.395,16531.791
03-12-2017 20:50,36720.543,29884.273,16761.973
03-12-2017 21:00,35768.37,28727.785,15417.864
03-12-2017 21:10,35932.965,29344.305,15228.695
03-12-2017 21:20,35598.82,28926.027,15079.982
03-12-2017 21:30,35697.37,28738.398,14868.002
03-12-2017 21:40,35460.453,28718,15482.913
03-12-2017 21:50,35134.65,27939.334,15593.864
03-12-2017 22:00,33869.094,27408.646,13528.287
03-12-2017 22:10,33669.83,27362.344,13855.202
03-12-2017 22:20,33272.902,26273.09,13792.842
03-12-2017 22:30,32932.9,26383.252,13525.71
03-12-2017 22:40,32077.408,26128.555,13322.186
03-12-2017 22:50,31901.475,26203.07,13625.923
03-12-2017 23:00,30300.02,24413.1,12399.948
03-12-2017 23:10,29134.65,23983.238,11996.573
03-12-2017 23:20,28353.273,22946.45,11707.475
03-12-2017 23:30,28034.596,23041,11451.8
03-12-2017 23:40,27292.402,22339.584,11602.508
03-12-2017 23:50,27036.059,21472.287,11610.739
04-12-2017 00:00,25992.777,21645.842,11518.079
04-12-2017 00:10,25516.588,20939.697,10771.1045
04-12-2017 00:20,25180.316,20905.65,10989.355
04-12-2017 00:30,24133.428,20128.469,11027.361
04-12-2017 00:40,24083.527,20526.1,10809.328
04-12-2017 00:50,23690.104,18898.934,10671.762
04-12-2017 01:00,23727.23,19252.154,10443.528
04-12-2017 01:10,23370.033,18763.533,10273.441
04-12-2017 01:20,23151.795,18506.459,10081.462
04-12-2017 01:30,22646.389,18233.484,10096.913
04-12-2017 01:40,22397.188,17821.994,9926.508
04-12-2017 01:50,22115.484,17446.135,9653.016
04-12-2017 02:00,22226.773,17304.592,9796.296
04-12-2017 02:10,21838.941,17247.21,9739.971
04-12-2017 02:20,21495.24,17360.912,9086.816
04-12-2017 02:30,21264.842,16985.773,9421.99
04-12-2017 02:40,20834.975,16747.871,9419.002
04-12-2017 02:50,20655.71,16415.023,9037.878
04-12-2017 03:00,20791.164,16643.387,9644.083
04-12-2017 03:10,20518.977,16605.232,9273.505
04-12-2017 03:20,20416.402,15840.651,9117.452
04-12-2017 03:30,20443.703,15270.88,8667.686
04-12-2017 03:40,20366.28,15508.989,8655.142
04-12-2017 03:50,20218.223,15425.043,8821.462
04-12-2017 04:00,20676.062,15959.985,9213.494
04-12-2017 04:10,20615.07,15713.291,9495.336
04-12-2017 04:20,20774.74,15334.712,9618.578
04-12-2017 04:30,20959.357,15321.136,9659.357
04-12-2017 04:40,20905.582,15608.226,9610.325
04-12-2017 04:50,20814.775,15448.492,9488.369
04-12-2017 05:00,21250.375,15936.111,9509.113
04-12-2017 05:10,21109.812,16015.818,9570.439
04-12-2017 05:20,21639.842,15987.139,9599.095
04-12-2017 05:30,22024.582,16079.378,9496.185
04-12-2017 05:40,22356.61,17234.38,9397.578
04-12-2017 05:50,22623.58,17620.031,9479.621
04-12-2017 06:00,21508.164,16632.246,7921.9688
04-12-2017 06:10,21665.977,17126.166,7977.791
04-12-2017 06:20,21934.45,17377.06,8194.155
04-12-2017 06:30,22113.172,17571.168,8202.006
04-12-2017 06:40,22068.938,17651.918,8032.684
04-12-2017 06:50,21945.414,17859.67,8141.571
04-12-2017 07:00,22995.1,18625.762,7404.0728
04-12-2017 07:10,22751.887,18311.16,7266.3315
04-12-2017 07:20,22802.625,18431.59,6673.443
04-12-2017 07:30,22622.584,18333.254,6555.3867
04-12-2017 07:40,22475.357,17877.982,6375.0605
04-12-2017 07:50,22628.621,18221.934,6194.6416
04-12-2017 08:00,24295.082,19967.31,6661.0557
04-12-2017 08:10,24913.365,19925.783,6756.8457
04-12-2017 08:20,24889.475,20078.174,6888.923
04-12-2017 08:30,25396.145,20498.674,6950.252
04-12-2017 08:40,25753.4,20936.598,6719.451
04-12-2017 08:50,25854.492,21198.33,6592.5283
04-12-2017 09:00,26423.809,22020.209,7550.315
04-12-2017 09:10,26890.477,22379.885,7813.669
04-12-2017 09:20,27524.24,22605.01,7785.8564
04-12-2017 09:30,27927.338,22934.781,7658.7007
04-12-2017 09:40,28515.188,22883.139,6977.6353
04-12-2017 09:50,28634.617,23131.11,7151.7964
04-12-2017 10:00,28805.496,23219.316,7884.587
04-12-2017 10:10,29357.344,23620.254,7991.3813
04-12-2017 10:20,29686.94,23980.654,7920.6523
04-12-2017 10:30,29788.977,24222.502,7966.4434
04-12-2017 10:40,30561.793,24663.467,8379.339
04-12-2017 10:50,30689.238,25010.969,8392.207
04-12-2017 11:00,30767.672,24699.154,8486.578
04-12-2017 11:10,30839.299,24778.947,8708.211
04-12-2017 11:20,31368.691,25356.252,8674.248
04-12-2017 11:30,31773.27,25756.27,8701.431
04-12-2017 11:40,31911.06,25998.92,8714.38
04-12-2017 11:50,32025.846,26218.854,9196.919
04-12-2017 12:00,31594.938,25608.525,9167.635
04-12-2017 12:10,32032.736,25954.348,9333.923
04-12-2017 12:20,32222.416,26125.553,9303.776
04-12-2017 12:30,31983.334,25404.664,9477.615
04-12-2017 12:40,32001.414,25437.217,9338.8545
04-12-2017 12:50,31932.514,25816.332,9741.9795
04-12-2017 13:00,31398.736,25716.785,9345.347
04-12-2017 13:10,31413.26,25737.453,9737.6455
04-12-2017 13:20,31623.455,25821.48,9757.315
04-12-2017 13:30,31612.975,25994.38,9783.475
04-12-2017 13:40,31640.822,25816.107,10205.828
04-12-2017 13:50,31561.055,25856.047,10465.223
04-12-2017 14:00,31028.537,25639.604,9720.708
04-12-2017 14:10,30704.668,25798.799,9812.301
04-12-2017 14:20,30988.914,25496.182,9545.879
04-12-2017 14:30,30895.955,25510.307,9838.899
04-12-2017 14:40,31169.096,25417.08,9802.937
04-12-2017 14:50,31145.88,25468.69,9822.873
04-12-2017 15:00,30858.068,25466.139,9340.868
04-12-2017 15:10,30841.514,25434.15,9363.089
04-12-2017 15:20,30918.521,25419.312,9550.629
04-12-2017 15:30,30657.768,25451.855,9568.653
04-12-2017 15:40,30391.625,25370.674,9557.53
04-12-2017 15:50,30541.203,25442.592,9570.162
04-12-2017 16:00,30896.75,25377.555,9361.996
04-12-2017 16:10,30766.945,25369.906,9342.463
04-12-2017 16:20,31094.307,25361.18,9603.121
04-12-2017 16:30,30404.96,25361.18,9415.197
